gene_symbol,Control_rep2,Control_rep3,siCHD4_rep1,siCHD4_rep2,siCHD4_rep3,siARID1A_rep1,siARID1A_rep2,siARID1A_rep3,siCHD4siARID1A_rep1,siCHD4siARID1A_rep2,siCHD4siARID1A_rep3
MIR378B,0,0,0,0,0,0,0,0,0,0,0
MIR885,0,0,0,0,0,0,0,0,0,0,0
LINC00606,0,0,0,0,0,0,0,0,0,0,0
SLC6A11,0,0,0.189828151,0.12311737,0,0,0,0,0,0,0
SLC6A1,0,0,0,0,0,0,0,0,0.493586585,0.217064144,0.1123805
SLC6A1-AS1,0,0,0,0,0,0,0,0,0,0,0
HRH1,5.783130979,5.96692243,6.114259076,6.225968454,6.125303312,5.956988272,5.958197979,5.947701753,6.320046565,6.207546151,6.31873603
ATG7,5.145335187,4.925204545,5.342936452,5.316193816,5.145823543,5.291929176,5.192158578,5.248164778,5.534902243,5.468273178,5.514683476
VGLL4,5.168734587,5.272391044,5.147869208,5.074437796,5.139318412,5.288504507,5.54748488,5.395374726,5.277066411,5.317832457,5.419586215
TAMM41,2.745103147,2.818996863,2.802541325,2.744479589,3.02987927,3.043561479,3.113955243,2.6147755,2.943026314,2.921400977,3.120351097
FANCD2P2,0,0,0,0,0,0,0,0,0,0,0
MARK2P14,0,0,0,0,0,0,0,0,0,0,0
RN7SL147P,0,0,0,0,0,0,0,0,0,0,0
SYN2,0.220756191,0,0.3575584,0.12311737,0.110547565,0,0.338056623,0.43026014,0.113151241,0,0.404948768
ACTG1P12,0,0,0,0.439721482,0,0,0,0,0,0,0
TIMP4,0.933114331,1.306411075,2.082171297,1.978131641,2.490313351,0.354636167,0.611744073,0.231110731,1.482816867,1.200960211,1.557900838
MTCO1P5,0,0,0,0,0,0,0,0,0,0,0
PPARG,1.692492942,2.095553258,2.105930876,1.690256319,1.726613229,1.920914744,0.611744073,0.902028272,1.255197614,1.478207505,0.790016514
TSEN2,3.019666775,3.212039831,2.531405557,2.624560797,2.834331065,2.993959951,2.94285889,3.097208679,2.798244328,2.722820016,3.09321771
RNA5SP123,0,0,0,0,0,0,0,0,0,0,0
RNU6-377P,0,0.113497158,0.098033997,0,0,0.245830752,0,0.120178238,0,0,0
MKRN2OS,0,0,0,0.341708952,0,0.128145153,0.233931168,0.120178238,0,0,0
MKRN2,5.598537845,5.564551617,5.427865063,5.316193816,5.359587149,5.48381909,5.233248037,5.365286874,5.592144082,5.642507638,5.326539446
RAF1,7.068077319,7.187730552,7.232150026,7.158997208,7.175001018,7.118299731,7.096969443,7.139889372,7.232544579,7.167112275,7.247191844
CRIP1P1,0,0,0,0,0,0,0,0,0,0,0
TMEM40,1.052928872,1.718846101,0.98869914,1.330245983,0.711145465,1.201902104,1.319790565,1.308462951,1.255197614,0.981264292,0.790016514
KRT18P17,0,0,0.098033997,0.12311737,0.110547565,0,0.233931168,0.231110731,0,0,0.1123805
CAND2,3.146305186,3.446725816,3.952768502,4.10547541,3.755224589,3.091514179,3.185488607,3.05259101,3.625358383,3.560387841,3.596748507
RPL32,8.575689658,8.66701413,8.870875382,8.799113626,8.778890319,8.524651143,8.647601805,8.595715049,8.923239496,8.838624515,8.853614202
SNORA7A,0,0,0,0,0,0,0,0,0,0,0
LINC02022,0,0,0,0,0,0,0,0,0,0,0
IQSEC1,4.712320482,4.932956449,5.07751163,5.016056599,5.045025574,4.668429086,4.705148936,4.543827861,4.901214581,4.993198793,5.058454118
NUP210,6.07790646,6.147668378,6.484222339,6.517276782,6.383788833,6.196912132,6.219065315,6.178045836,6.515404175,6.584721807,6.343414362
HDAC11-AS1,0,0,0,0,0.213223904,0,0,0,0,0,0
HDAC11,3.830614277,3.774667287,4.029314579,4.036662555,3.869682486,3.769002174,3.697149897,3.854466029,3.837828956,3.599562551,3.8768381
FBLN2,8.975793972,8.901135773,9.159920126,9.100103649,9.097909101,9.008281818,8.916095108,8.900337508,9.306763732,9.217373181,9.329419728
LINC00620,0,0,0,0,0,0,0,0,0,0,0
WNT7A,0,0,0,0,0,0,0,0,0,0,0
VN1R20P,0,0.494914811,0,0,0,0,0,0,0.315872737,0,0
FGD5P1,0,0,0,0,0,0,0,0,0,0,0
TPRXL,0,0,0,0,0,0,0,0,0,0,0
VN1R21P,0,0,0,0,0,0,0,0,0,0,0
CHCHD4,3.830614277,3.619994675,3.793630344,3.44473373,3.923677008,3.677704065,3.791872942,4.056275158,3.779023305,3.683999827,3.672031354
TMEM43,6.406494687,6.312733415,6.266961668,6.015609379,6.07676579,6.385036794,6.390814703,6.352289302,6.30374905,6.136072226,6.377550999
XPC,5.383958461,5.658718257,5.849824653,5.69428962,5.695130774,5.474807205,5.823420846,5.574365662,5.637775686,5.635456534,5.745689309
LSM3,6.505646379,6.604879598,6.584873922,6.568278972,6.431158599,6.364040391,6.480291339,6.316569961,6.418279619,6.397352022,6.397097286
LINC01267,0,0,0,0,0,0,0,0,0,0,0
RNA5SP124,0,0,0,0,0,0,0,0,0,0,0
SLC6A6,6.347665203,6.273585351,6.528849175,6.517276782,6.327676157,6.302552534,6.158136149,6.292789038,6.582035396,6.437093751,6.623773526
GRIP2,0.732379464,0.316774277,0.577438438,1.048952726,0.398954152,0.128145153,0.233931168,0.231110731,0.794347891,0.649183393,0.97975149
RNU6-905P,0,0,0,0,0,0,0,0,0,0,0
RHBDF1P1,0,0,0,0,0,0.128145153,0,0,0,0,0.216636074
LINC02922,0,0,0,0,0,0,0,0,0,0,0
CCDC174,3.996719012,4.118484449,4.004247787,3.905585939,4.259833449,4.085482696,4.125922618,4.13684794,3.902225308,4.261904459,4.124752111
C3orf20,0.220756191,0.218713002,0.577438438,0.531496815,0.110547565,0.245830752,0.435170143,0.43026014,0.794347891,0.217064144,0.490623898
LINC02011,0,0,0,0,0,0,0,0,0,0,0
FGD5,0,0,0.276129481,0,0.110547565,0,0,0,0,0.11261059,0
FGD5-AS1,7.26470607,7.255756835,7.064182226,6.999402505,6.909508848,7.008098877,7.222163166,7.156675239,6.97626563,6.989559503,6.955776808
NR2C2,6.638477057,6.682804348,6.307229577,6.408009498,6.49369282,6.526940696,6.595072421,6.451568112,6.354978358,6.353622858,6.344852965
MRPS25,5.100845859,5.287586474,5.307513849,5.181019161,5.319868862,5.322390783,5.178197851,5.309495034,5.261807943,5.386638367,5.279170051
RBSN,5.848758212,6.004192955,5.872511147,5.811059816,5.826460764,5.797478994,6.112983985,5.961845706,5.819666573,5.831244237,5.811679918
RPS24P10,0,0,0,0,0,0,0,0,0,0,0
RPS3AP53,0,0.113497158,0,0,0,0,0,0,0,0,0
COL6A4P1,0,0,0,0,0,0,0,0,0,0.11261059,0
CAPN7,5.548447581,5.632774804,5.236640563,5.047486953,5.293745873,5.623562552,5.664765176,5.509818206,5.2740276,5.24248946,5.300085793
SH3BP5-AS1,2.288532715,2.583205665,2.364158132,2.423630626,2.221365066,2.398578528,2.58904471,2.751327173,2.618251104,2.533511196,2.994018586
SH3BP5,5.998048441,5.994965201,5.60087065,5.65401815,5.535854479,5.77318104,5.749816929,5.829262305,5.736009475,5.61648335,5.454654302
RNU6-454P,0,0,0,0,0,0,0,0,0,0,0
METTL6,4.10464998,4.171869855,4.035513811,4.120331444,4.101523964,4.263484243,4.271101011,4.477867507,4.16754529,4.274062866,4.353500686
EAF1,5.258712134,5.409278451,5.159268971,5.100894393,5.209310779,5.236134318,5.349929304,5.419001226,5.12008195,5.270068386,5.096527266
RNU6-1024P,0,0,0,0,0,0,0,0,0,0,0
COLQ,0.658741476,0.862729154,1.038933945,0.919039602,1.235019183,1.417908372,1.039988201,1.256953937,1.043096582,1.637264878,1.147409014
MIR4270,0,0,0,0,0,0,0,0,0,0,0
RN7SL110P,0,0,0,0,0,0,0,0,0,0,0
HACL1,4.88774722,4.877797501,4.853727549,4.687385516,4.929129766,4.860569695,4.917519267,4.940601041,4.916885272,4.890328067,5.030119519
BTD,5.155410009,5.293620114,5.50807083,5.612590181,5.348350205,5.236134318,5.308874616,5.258023521,5.597015944,5.60690236,5.681097927
ANKRD28,7.052887115,7.081887685,6.5678661,6.788885409,6.819807726,7.226952387,7.143516111,7.17760304,6.678269997,6.890373878,6.854380084
MIR3134,0,0,0,0,0,0,0,0,0,0,0
RN7SL4P,0,0,0,0,0,0,0,0,0,0.314462984,0.1123805
MIR563,0,0.408592345,0,0,0.213223904,0.128145153,0,0,0,0,0.1123805
GALNT15,0.499129606,0.796288393,1.134442184,1.608321536,1.374487865,0.801656607,0.338056623,0.761245312,1.396029493,1.039403469,1.249249957
DPH3,5.165414962,5.164586716,4.925582617,4.736423945,4.94039921,5.189156346,5.065162262,5.322081012,4.90514824,4.929288723,4.949201742
OXNAD1,3.661837276,3.73973727,3.98515767,3.611737462,3.504992853,3.729136737,3.626937451,3.567866833,3.207955679,3.755118908,3.507076667
RFTN1,6.924257658,6.92942139,7.075508069,6.915653127,6.939771853,6.852130259,6.937253324,6.872139606,7.016823044,7.037598857,7.123572032
LINC00690,0,0,0,0,0,0,0,0,0,0,0
DAZL,0,0,0,0,0,0,0,0,0,0,0
PLCL2,0.220756191,0.576362547,0.434635806,0.236549226,0.711145465,0.947761086,0.611744073,0.761245312,0.407464323,0.572499103,0.404948768
MIR3714,0,0,0,0,0,0,0,0,0,0,0
TBC1D5,5.96978142,5.942169818,5.913479094,5.948516482,5.816301711,5.915407004,6.090798518,5.971864301,5.997844671,6.027146719,5.989595115
RPL31P19,0,0,0,0,0,0,0,0,0,0,0
RNU7-10P,0,0,0,0,0,0,0,0,0,0,0
SATB1,1.866119826,1.645256749,1.98301534,1.330245983,1.79442658,1.313944136,1.510136038,1.358196142,1.440075684,1.519645835,1.389682143
RAD23BP1,0,0,0,0,0.110547565,0,0,0.120178238,0.218069761,0,0
RNU6-138P,0,0,0,0,0,0,0,0,0,0,0
KCNH8,0,0,0,0,0,0,0,0,0,0,0
MIR4791,0,0,0,0,0,0,0,0,0,0,0
EFHB,0.319636852,0,0,0,0.110547565,0,0,0,0.113151241,0,0.216636074
RAB5A,6.416303296,6.247401918,5.619560771,5.757424034,5.814261288,6.016161023,5.984508222,6.032473274,5.755749994,5.778877221,5.692442709
PP2D1,0,0,0,0,0,0,0,0,0,0,0
RNU4-85P,0,0,0,0,0,0,0,0,0,0,0
SAP18P3,0,0,0,0,0,0,0,0,0,0,0
KAT2B,5.029604065,5.037324255,4.409418701,4.466841808,4.491996749,4.673689301,4.609558395,4.4551931,4.058742779,4.395897362,4.347772154
MIR3135A,0,0,0,0,0,0,0,0,0,0.314462984,0
SGO1,5.051348405,5.121140624,4.915534133,4.843261605,4.827587725,5.140597008,4.866196952,5.117080893,4.671091946,4.497909278,4.633261413
SGO1-AS1,0,0.218713002,0.276129481,0.12311737,0,0.245830752,0.233931168,0,0.493586585,0.217064144,0.216636074
RNU6-822P,0,0,0,0,0,0,0,0,0,0,0
RNU6-815P,0,0,0,0,0,0,0,0,0,0,0
ZNF385D,0,0.113497158,0,0,0,0,0,0.120178238,0,0,0.1123805
ZNF385D-AS1,0,0,0,0,0,0,0,0,0,0,0
ZNF385D-AS2,0,0,0,0,0,0,0,0,0,0,0
HMGB1P5,5.340465214,5.320463511,5.485606257,5.466187349,5.480316327,5.288504507,5.286274605,5.325210425,5.539970946,5.5480405,5.430467467
SALL4P5,0,0,0,0,0,0,0,0,0,0,0
RPL24P7,0,0,0,0,0,0,0,0,0,0,0
UBE2E2-DT,0,0.113497158,0,0,0,0,0,0,0,0,0
UBE2E2,4.311012137,4.461712519,4.072160008,4.300707925,4.067665362,4.383909262,4.29717122,4.511224616,4.322651946,4.13432858,4.020588329
RNU6-922P,0,0,0,0,0,0,0,0,0,0,0
RNU6-788P,0,0,0,0,0,0,0,0,0,0,0
UBE2E1-AS1,0,0,0.276129481,0.12311737,0,0,0.121701854,0,0,0,0
UBE2E1,6.193234816,6.15099556,5.713415096,5.878150583,5.816301711,6.316071049,6.254424725,6.06091059,5.770919137,5.597257317,5.852706559
NKIRAS1,3.871932344,3.833830877,3.342100931,3.479716892,3.694399864,3.836221059,3.563909927,3.599228375,3.812919452,3.311810898,3.708249098
RPL15,8.867093612,8.92853627,9.074818642,9.103378662,9.097279932,8.876771215,8.913990658,8.911051264,9.155220192,9.075876194,9.132130581
NR1D2,6.74461424,6.71463269,5.951677651,6.058664945,6.054465978,6.458494864,6.434045364,6.307104579,5.880871145,6.044995062,5.959860957
LINC00691,0,0,0,0,0,0,0,0,0,0,0
NPM1P23,0,0,0,0,0,0,0,0,0,0,0
THRB,0.869256476,0.926244341,0.826561194,0.699195619,0.845091985,0.550347566,0.910867484,0.83335337,0.315872737,0.857446746,0.720789586
RPL31P20,0,0,0,0,0,0,0,0,0,0,0
EIF3KP2,0,0,0,0,0,0,0,0,0,0,0
RN7SL216P,0,0,0,0,0,0,0,0,0,0,0
RNA5SP125,0,0,0,0,0,0,0,0,0,0,0
RARB,3.779418034,3.842088185,3.614736602,3.282497651,3.098554836,3.568987898,3.563909927,3.578396611,3.420750377,3.436045886,3.672031354
RNA5SP126,0,0,0,0,0,0,0,0,0,0,0
TOP2B,7.760599603,7.722359458,7.269447877,7.348353232,7.157402635,7.716140175,7.691374061,7.72381134,7.389606176,7.438230175,7.366017878
MIR4442,0.802440653,0.408592345,0.3575584,0.617781509,0.711145465,0.947761086,0.526156822,0.33411903,0.574856072,0.491508825,0.404948768
NGLY1,5.062098898,5.097193103,4.961839609,5.243419423,5.209310779,5.257311061,5.349929304,5.26781535,4.981649633,5.149858045,5.103342988
OXSM,3.172998802,3.334149674,3.581227284,3.214896017,3.28690658,3.323385359,3.171462871,3.423489794,3.129427039,3.637701579,3.517319917
LINC00692,0,0,0,0,0,0,0,0,0,0,0
RPEP2,0,0,0,0,0,0,0,0,0,0,0
LRRC3B-AS1,0,0,0,0,0,0,0,0,0,0,0
LRRC3B,0,0,0,0,0,0,0,0,0,0,0
NEK10,1.40786525,1.56771102,1.308356401,1.380475152,1.418134065,1.848339652,1.36978263,1.406271887,1.440075684,1.29941587,0.91923725
RNU6-342P,0,0,0,0,0,0,0,0,0,0,0
SLC4A7,6.290911544,6.493966474,5.494634105,5.738290665,5.725848261,6.444714935,6.314690903,6.454429151,5.80710779,5.728960849,5.758699463
RPS20P15,0,0,0,0,0,0,0,0,0,0,0
RNU1-96P,0,0,0,0,0,0,0,0,0,0,0
KIAA1143P2,0,0,0,0,0,0,0,0,0,0,0
EOMES,0,0,0,0,0,0,0,0,0,0,0
LINC01980,0,0,0,0,0,0,0,0,0,0,0
LINC01981,0,0,0,0,0,0,0,0,0,0,0
CMC1,3.981698312,3.783269229,3.484849428,3.172760352,3.837896221,3.656606365,3.667476257,3.546573873,3.735501547,3.647080854,3.820045829
AZI2,5.813139268,5.670358255,5.413656381,5.454510866,5.503295484,5.814247306,5.812164883,5.773076504,5.45397102,5.525333054,5.620622516
ZCWPW2,0.499129606,0,0,0,0.110547565,0,0,0.33411903,0,0,0
ZCWPW2,0,0.218713002,0.276129481,0.236549226,0.110547565,0.354636167,0.526156822,0.520392735,0.113151241,0.491508825,0.1123805
CIAO2AP1,0,0,0,0,0,0,0,0,0,0,0
RPL34P11,0,0,0,0,0,0,0,0,0,0,0.1123805
RBMS3,5.909546724,5.760244372,5.000380403,5.145149466,5.161959188,5.40377976,5.699389855,5.479240392,4.565688781,4.878431703,4.910865018
RPS12P5,0,0,0,0,0,0,0,0,0,0,0
MTND4LP9,0,0,0,0,0,0,0,0,0,0,0
RBMS3-AS1,0,0,0,0,0,0,0,0,0,0,0
LINC01985,0,0,0,0,0,0,0,0,0,0,0
TGFBR2,6.473794465,6.403406683,6.564654691,6.885533704,6.625208194,5.993203164,6.219065315,6.190111289,6.3707104,6.311479044,6.548359099
GADL1,0,0,0,0,0,0,0,0,0,0,0
MIR466,0,0,0,0,0,0,0,0,0,0,0
CNN2P6,0,0,0,0,0,0,0,0,0,0,0
RNA5SP127,0,0,0,0,0,0,0,0,0,0,0
H3P11,0,0,0,0,0,0,0,0,0,0,0
THRAP3P1,0,0,0.098033997,0,0,0,0,0,0,0,0
STT3B,7.88033951,7.870487126,7.435113177,7.425142095,7.390270614,7.926302517,7.92770926,7.957044886,7.603827152,7.530439526,7.620603364
OSBPL10,4.198584167,4.338721362,4.325895264,4.545998571,3.997466787,4.396689809,4.133177411,4.27272396,4.328522374,4.237275862,4.124752111
OSBPL10-AS1,0,0,0,0,0,0,0,0,0,0,0
ZNF860,1.266292459,1.398870301,1.038933945,0.776259757,1.133937576,1.015615035,1.039988201,1.256953937,0.493586585,0.857446746,0.648072672
RPL21P40,0,0,0,0,0,0,0,0,0,0,0
NIFKP7,0,0,0,0,0,0,0,0,0,0,0
GPD1L,4.237041908,4.125266662,3.899384106,3.75189063,3.658455715,4.221000173,4.028132134,3.801520897,3.485235892,3.457528087,3.389322485
RPSAP11,0,0,0.098033997,0,0,0,0,0,0,0.217064144,0.1123805
CMTM8,1.163551432,0.987080768,1.266803568,0.849415279,0.779672694,0.455808023,0.976871893,0.231110731,0.493586585,0.314462984,1.199227928
KRT18P15,0,0.218713002,0,0,0,0,0,0,0.113151241,0,0.1123805
CMTM7,3.989228211,3.667232899,4.320828227,4.192400062,4.391569766,3.602471489,3.452329929,4.093457861,4.304895962,4.140982541,4.124752111
CMTM6,7.298435207,7.314798313,6.689808483,6.755967885,6.681139944,7.23587024,7.130887408,7.153157566,6.759821563,6.77640291,6.868451895
MIR548AY,0,0,0,0,0,0,0,0,0,0,0
RPL31P18,0,0.113497158,0,0,0,0,0,0,0,0,0
DYNC1LI1,5.857012867,5.88137183,5.474241418,5.514784361,5.708375576,5.922052668,5.925143272,5.967865207,5.477938521,5.592410507,5.506993788
IGBP1P3,0,0,0,0,0,0,0,0,0,0,0
CNOT10,5.175351009,5.154676193,4.922240893,5.055238705,4.984616791,5.295345735,5.308874616,5.306331308,4.959122123,5.146555305,5.140264542
SUGT1P2,0,0.218713002,0,0.12311737,0.110547565,0,0,0,0.113151241,0.11261059,0.216636074
RPL23AP43,0,0,0,0,0.639200201,0,0,0,0,0.11261059,0
TRIM71,0,0,0,0,0,0.455808023,0,0.33411903,0,0,0.313862762
CCR4,0,0,0,0,0,0.128145153,0,0.120178238,0,0,0
GLB1,6.349128983,6.287257152,6.584873922,6.46876508,6.548728062,6.365666392,6.301872009,6.347680106,6.481556609,6.576154839,6.633223445
TMPPE,2.534804444,2.371342204,2.477782172,2.493763091,2.972483455,2.993959951,2.651006715,2.295461762,2.456109031,2.592956737,2.404236936
RN7SL296P,0,0,0,0,0,0,0,0,0,0,0
CRTAP,7.553987607,7.646009114,7.798045082,7.727005874,7.757693982,7.592448505,7.568318601,7.721438009,7.828615763,7.773559275,7.757062172
SUSD5,5.372487865,5.305612216,5.074504272,4.883004723,5.079413367,5.329073563,5.315267265,5.303160629,5.264872574,5.123221967,5.182714785
FBXL2,3.502587139,3.106317868,2.980165021,2.782335276,3.176870175,3.043561479,3.128548479,3.111779777,2.912084824,3.16284221,3.120351097
UBP1,7.263154031,7.167338392,6.870586261,6.757156536,6.824883866,7.167602619,7.17636939,7.234469172,6.929715587,6.895301733,6.877426115
RNU7-110P,0,0,0,0,0,0,0,0,0,0,0
RNA5SP128,0,0,0,0,0,0,0,0,0,0,0
CLASP2,6.146857676,6.256697488,5.788746942,6.043156639,6.080166141,6.096693318,6.311496842,6.053381945,5.894786199,5.875805543,5.93141738
SDAD1P3,0,0,0,0,0,0,0,0,0,0,0
PDCD6IP,7.790536672,7.699818807,7.403706775,7.455481077,7.395056682,7.612445404,7.59220525,7.746165367,7.401490307,7.445639619,7.440572942
LINC01811,0,0,0,0.12311737,0,0,0,0,0,0,0
KRT8P18,0,0,0.098033997,0,0.213223904,0,0,0,0,0,0
RNU6-243P,0,0,0,0,0,0,0,0,0,0,0
ARPP21,0,0,0,0,0,0,0,0,0,0,0
MIR128-2,0,0,0,0,0,0,0,0,0,0,0
RPL36AP17,0,0,0,0,0,0,0,0,0,0,0
RFC3P1,0,0,0,0,0,0,0,0,0,0,0
STAC,2.288532715,2.277042335,2.152307424,2.349913893,1.951201856,1.561028657,2.360877143,2.045194368,1.715659706,1.674432682,2.028002559
NBPF21P,0,0,0,0,0,0,0,0,0,0,0.1123805
RN7SKP227,0,0,0,0,0,0,0,0,0,0,0
DCLK3,0,0,0.276129481,0.12311737,0,0,0,0,0.407464323,0,0
LINC02033,0.114596401,0,0.189828151,0,0,0,0,0,0,0,0
TRANK1,5.191760516,4.925204545,5.451239582,5.801873938,5.567694865,6.042830275,5.692039917,5.683249998,5.729368818,5.911268037,5.784372999
LOC107986032,0,0,0,0,0,0,0,0.231110731,0,0.405700059,0
RNU6ATAC4P,0,0,0,0,0,0,0,0,0,0,0
EPM2AIP1,5.2956199,5.311571092,4.550293699,4.750816226,4.75285371,5.196484044,5.27319956,5.084208901,4.520246873,4.917710603,4.575612054
MLH1,5.983041648,6.02610169,6.25638489,6.243037419,6.226970799,5.856491638,6.016244924,6.032473274,6.297776736,6.162474254,6.27865216
LRRFIP2,5.649325523,5.603930415,5.490127243,5.539864429,5.640901055,5.348938153,5.428691752,5.520778664,5.42959861,5.438874013,5.352516759
RNU6-1301P,0,0,0,0,0,0,0,0,0,0,0
RPS16P4,0,0,0,0,0,0,0,0,0,0,0
GOLGA4-AS1,0.933114331,0.987080768,1.463542944,1.278204745,1.080610588,0.947761086,1.100458592,0.761245312,1.099116074,1.391579599,0.790016514
GOLGA4,7.306745703,7.398363569,6.830147905,7.052650889,6.959292439,7.211664367,7.12725881,7.210130098,6.898484174,7.106360622,6.878419813
RNA5SP129,0,0,0,0,0,0,0,0.120178238,0.113151241,0,0
APRG1,0.114596401,0,0.189828151,0.12311737,0.711145465,0.245830752,0.338056623,0.120178238,0.218069761,0.572499103,0.1123805
ITGA9,0,0,0.189828151,0.236549226,0.213223904,0,0.121701854,0.120178238,0.113151241,0.11261059,0.313862762
RNU7-73P,0,0,0,0,0,0,0,0,0,0,0
ITGA9-AS1,0.499129606,0.72663948,0.577438438,0,0.563477945,1.605745215,0.233931168,0.520392735,0.651790619,1.149092449,0.85607317
RPL21P135,0,0,0,0,0,0,0,0,0,0,0
CTDSPL,5.509704506,5.400918497,5.206737496,5.123191615,5.255157477,5.288504507,5.443357545,5.299982966,5.345248652,5.156440927,5.185929032
MIR26A1,0,0,0,0,0,0,0,0,0,0,0
VILL,1.577310831,2.149778111,2.197239476,2.374907001,1.79442658,2.119009789,1.638037531,1.452797107,1.524328152,2.030318399,2.426148135
PLCD1,2.614868013,3.173296286,3.030692707,3.06937667,3.21448924,2.94259216,2.926249539,2.441038731,3.06055463,3.09592595,2.806277648
DLEC1,0,0,0.189828151,0,0.213223904,0,0,0,0,0.11261059,0
ACAA1,4.502082061,4.684703595,4.961839609,4.816144616,4.898640315,4.536062744,4.619924066,4.637437007,4.840885171,4.813272572,4.711178638
MYD88,5.618096929,5.302623522,5.705660965,5.785656556,5.69068868,5.941807934,5.644600034,5.671003178,5.599445719,5.833299892,5.811679918
OXSR1,7.365787158,7.294633153,7.083009535,7.156296754,7.008308003,7.214374052,7.33656962,7.222770529,7.065088477,7.164665394,7.181884146
SLC22A13,0,0,0,0.12311737,0,0.128145153,0.435170143,0,0.407464323,0.11261059,0.1123805
SLC22A14,0,0.113497158,0,0,0,0.245830752,0.338056623,0,0.113151241,0.314462984,0
RNU6-235P,0,0,0,0,0,0,0,0,0,0,0
DLEC1P1,0,0,0,0,0,0,0,0,0,0,0
XYLB,3.159713731,3.224726533,2.743176178,2.941373227,3.138243849,3.323385359,3.113955243,3.037406455,3.129427039,3.09592595,3.14698358
ACVR2B-AS1,1.495074301,1.10155939,1.087478266,1.048952726,0.907673059,0.245830752,1.214288682,1.030286335,0.407464323,0.791310687,0.91923725
ACVR2B,3.761940774,4.005394726,3.764069209,4.004992878,3.788863831,4.235300988,3.988681895,3.863104349,3.464059376,3.814596134,4.027771503
EXOG,3.974128906,3.952986627,3.885723538,3.732683243,3.90078349,4.184615373,4.196879352,3.819386038,4.008433676,4.167295674,3.916077437
DDTP1,0,0,0,0,0,0,0,0,0,0,0
RPL18AP7,0,0,0,0,0,0,0,0,0,0,0
SCN5A,2.106644758,1.788863263,1.848643987,2.245372677,2.427629241,0.947761086,1.932273715,1.497868699,2.092046954,1.847136075,1.877094637
SCN10A,0,0,0,0,0,0,0,0,0,0,0
SCN11A,0.114596401,0,0,0,0,0,0.233931168,0,0,0,0
RNU6-1227P,0,0,0,0,0,0,0,0,0,0,0
WDR48,6.241323975,6.220734485,5.889722724,6.18945249,6.078466967,6.331129486,6.311496842,6.179775662,6.158065669,6.122687784,6.183769714
GORASP1,5.472580825,5.632774804,5.579815856,5.747889068,5.760171323,5.492775031,5.508963868,5.707436097,5.800787162,5.791619749,5.719311646
TTC21A,1.577310831,1.607004838,1.98301534,1.841362429,1.951201856,1.885083514,1.864147345,1.665269184,2.273409273,1.780514538,1.812015394
MIR6822,0,0,0,0,0,0,0,0,0,0,0
CSRNP1,4.055285126,4.063047411,4.274405784,4.610553399,4.407898836,3.836221059,3.754726649,3.599228375,4.274808222,4.274062866,4.157866583
XIRP1,0,0,0.098033997,0,0,0,0.121701854,0,0,0.11261059,0
DSTNP4,0,0,0,0,0,0,0,0,0,0,0
CX3CR1,0,0,0,0,0.110547565,0,0,0,0,0,0.1123805
CCR8,0,0,0,0,0,0,0,0,0,0,0
HNRNPA1P21,0,0,0.189828151,0,0,0.128145153,0,0,0.315872737,0.11261059,0.1123805
EEF1A1P24,0.114596401,0,0.276129481,0.236549226,0.110547565,0,0.121701854,0.120178238,0.407464323,0,0.216636074
SLC25A38,5.018607749,5.090277302,4.955314842,4.816144616,5.034547344,5.200133984,4.930069563,5.023853898,5.218205187,5.267029967,5.033691927
RPSA,9.123381851,9.082181053,9.446110819,9.455723527,9.405823445,8.97164761,9.054593317,8.994012161,9.454331771,9.288021852,9.407562366
SNORA6,0,0,0,0,0,0,0,0,0,0,0
SNORA62,0,0,0,0,0,0,0,0,0,0,0
MOBP,0,0,0,0,0,0,0,0,0,0,0
MYRIP,0,0.113497158,0.098033997,0,0,0,0,0,0,0,0
RNU4-56P,0,0,0,0,0,0,0,0,0,0,0
EIF1B-AS1,0.114596401,0.113497158,0.882656383,0.236549226,0.483560049,0.245830752,0.841697936,0.605223869,0.315872737,0.572499103,0.216636074
RN7SL411P,0,0,0,0,0,0,0,0,0,0,0
EIF1B,5.054940811,4.944506762,4.915534133,4.904620145,4.831628247,4.592698326,4.785618869,4.915904619,4.828510535,4.645594247,4.679603039
ENTPD3-AS1,0.933114331,0.576362547,1.087478266,0.699195619,0.639200201,1.015615035,1.464851935,0.83335337,0.794347891,0.791310687,0.85607317
PGAM1P3,0,0,0,0,0,0,0,0,0,0,0
ENTPD3,0,0,0.098033997,0,0,0,0,0,0.113151241,0,0.1123805
RPL14,8.180428414,8.26759992,8.120590928,8.116457006,8.12131873,8.072854259,8.207047462,8.169132663,8.228917476,8.09384663,8.146708716
ZNF619,3.481385616,3.47885418,3.103313554,3.269228365,3.410909448,3.546225825,3.486719275,3.970934915,2.943026314,3.175860913,3.297212189
ZNF620,2.672128379,2.696835812,2.548846065,3.242317948,2.626781442,2.543535468,2.926249539,2.694379959,2.728917875,2.686893524,2.737845318
ZNF621,5.331606978,5.492941413,5.228546457,5.202120559,5.299591996,5.462703117,5.33742107,5.404280068,5.345248652,5.113105272,5.422314232
RPL5P10,0,0,0,0,0,0,0,0,0,0.11261059,0
EEF1GP3,0,0,0,0,0,0,0,0,0,0,0
MRPS31P1,0,0,0,0,0,0,0,0,0,0,0
CTNNB1,8.75451041,8.703160721,8.737249999,8.748015789,8.697374984,8.70950798,8.70349879,8.684901173,8.789713042,8.767842666,8.81339331
